ktk_id	source	index	uuid	date	kind	original_filename	filename	ai_caption
KTK-025	query.json	66	8A8BE861-F883-4649-8F71-D87B0155692B	2023-07-20T10:43:30+09:00	image	IMG_7155.PNG	8A8BE861-F883-4649-8F71-D87B0155692B.png	a bar graph with orange bars and numbers on it
KTK-026	query.json	75	72FD80E2-385D-4C07-AB99-492A57203D66	2023-07-20T13:42:03.160561+09:00	image	IMG_7164.JPG	72FD80E2-385D-4C07-AB99-492A57203D66.jpeg	an assortment of food on a tray on a table
KTK-027	query.json	79	F00A259D-EFEC-45FB-A1E9-CA70ED44462B	2023-07-20T18:46:28.301000+09:00	image	IMG_7168.HEIC	F00A259D-EFEC-45FB-A1E9-CA70ED44462B.heic	a body of water with a bridge and buildings in the background under a cloudy sky
KTK-028	query.json	80	E10AA399-6A58-44CD-A861-1C022BE373A5	2023-07-20T18:53:24.015047+09:00	image	IMG_7169.JPG	E10AA399-6A58-44CD-A861-1C022BE373A5.jpeg	a large white building on top of a rock wall with a cloudy sky above
KTK-029	query.json	88	6DF871EF-4641-420B-BFE3-A82718D82BB3	2023-07-20T19:18:18.389314+09:00	image	IMG_7177.JPG	6DF871EF-4641-420B-BFE3-A82718D82BB3.jpeg	a cloudy sky above a parking lot with cars parked in it
KTK-030	query.json	90	60F58973-82F2-4D5E-82AB-3921952C0722	2023-07-20T19:28:07.204000+09:00	image	IMG_7179.HEIC	60F58973-82F2-4D5E-82AB-3921952C0722.heic	a body of water with a bridge and buildings in the background under a cloudy sky
KTK-031	query.json	93	D0D5D762-858D-42B2-B046-635A888C7541	2023-07-20T19:58:06.880000+09:00	image	IMG_7182.HEIC	D0D5D762-858D-42B2-B046-635A888C7541.heic	a close up of a bowl of food on a tray
KTK-032	query.json	104	95354174-7852-4277-BD31-C77B97BE9BE2	2023-07-21T13:21:10.423000+09:00	image	IMG_7195.HEIC	95354174-7852-4277-BD31-C77B97BE9BE2.heic	a close up of a menu on top of a table
KTK-033	query.json	105	5A9B43B0-ED05-456F-B276-DB2CAA0B137A	2023-07-21T13:24:54+09:00	video	IMG_7196.MOV	5A9B43B0-ED05-456F-B276-DB2CAA0B137A.mov	a person wearing a face mask standing in a restaurant
KTK-034	query.json	106	32D1EF1E-227D-4577-B830-3EF1C1566EC2	2023-07-21T13:28:21.787066+09:00	video	FOODIE_1689913693.mp4	32D1EF1E-227D-4577-B830-3EF1C1566EC2.mp4	a close up of an orange box on top of a table
KTK-035	query.json	111	45FEEE9D-4DF0-468D-AE68-EBE126BEE7D6	2023-07-21T18:40:12.135000+09:00	image	IMG_7202.HEIC	45FEEE9D-4DF0-468D-AE68-EBE126BEE7D6.heic	a laptop sitting on a table next to a coffee cup
KTK-036	query.json	102	834F4142-D1AF-4ACF-88F5-E9E6EADDAED3	2023-07-21T13:08:25.483000+09:00	image	IMG_7193.HEIC	834F4142-D1AF-4ACF-88F5-E9E6EADDAED3.heic	a black car driving down a street in front of a building
KTK-037	query.json	103	72A127CF-BF9B-4907-8470-70A2EE953846	2023-07-21T13:08:43.948000+09:00	image	IMG_7194.HEIC	72A127CF-BF9B-4907-8470-70A2EE953846.heic	a road under a bridge next to a building
KTK-038	query.json	115	110BFFDD-2FDA-4ECD-9027-FB49EE2AE863	2023-07-21T19:11:33.522994+09:00	image	IMG_7206.JPG	110BFFDD-2FDA-4ECD-9027-FB49EE2AE863.jpeg	a city street with cars driving on it
KTK-039	query.json	116	6C18C389-7135-48EC-9273-5A853365EF6C	2023-07-21T19:29:16.557764+09:00	image	IMG_7208.JPG	6C18C389-7135-48EC-9273-5A853365EF6C.jpeg	a menu with text and images on it
KTK-040	query.json	119	4829FF32-65C7-4A9C-B9D2-9BCF24EC3B23	2023-07-21T19:36:49.781000+09:00	image	IMG_7211.HEIC	4829FF32-65C7-4A9C-B9D2-9BCF24EC3B23.heic	a close up of a plate of food on a table
KTK-041	query.json	122	93004AFF-C096-40C7-9231-D78DC4CE8F39	2023-07-21T19:48:52.120000+09:00	image	IMG_7214.HEIC	93004AFF-C096-40C7-9231-D78DC4CE8F39.heic	a building with a sign on it on a street corner at night
KTK-042	query.json	123	77F8A573-9C92-4854-AFEB-727F602EC9BF	2023-07-21T19:52:29+09:00	video	IMG_7215.MOV	77F8A573-9C92-4854-AFEB-727F602EC9BF.mov	a statue of a globe in front of a body of water and buildings at night
KTK-043	query.json	129	33038E29-7823-4276-9F7F-25C8A2AAA050	2023-07-21T22:21:45.016201+09:00	image	IMG_7221.JPG	33038E29-7823-4276-9F7F-25C8A2AAA050.jpeg	a close up of a bottle of juice on a laptop
KTK-044	query.json	132	C7C8A247-41D1-4904-892E-564591BCA032	2023-07-22T11:51:53.191942+09:00	image	IMG_7224.JPG	C7C8A247-41D1-4904-892E-564591BCA032.jpeg	a city street with buses and people walking on it
KTK-045	query.json	131	551DE2E6-157B-4BA9-840F-E0E50C360769	2023-07-22T11:47:17+09:00	image	IMG_7223.PNG	551DE2E6-157B-4BA9-840F-E0E50C360769.png	a screenshot of a website with a picture of a bicycle
KTK-046	query.json	136	2983434B-DD81-4710-9AFB-ABD0221615B7	2023-07-22T12:15:24.228000+09:00	image	IMG_7228.HEIC	2983434B-DD81-4710-9AFB-ABD0221615B7.heic	a body of water with buildings on both sides and a bridge in the distance
KTK-047	query.json	141	57065514-AB09-49DD-8A64-EF0F6480E2A7	2023-07-22T12:34:34+09:00	image	IMG_7233.PNG	57065514-AB09-49DD-8A64-EF0F6480E2A7.png	a screenshot of a map with text and images on it
KTK-048	query.json	142	8C731747-0A87-4F62-8D74-70024B86D305	2023-07-22T12:35:23.131471+09:00	image	IMG_7234.JPG	8C731747-0A87-4F62-8D74-70024B86D305.jpeg	a bunch of bikes parked in a parking lot
KTK-049	query.json	143	693F93CA-DEDC-4E52-8C31-287F1C01CF25	2023-07-22T12:40:20.632000+09:00	image	IMG_7235.HEIC	693F93CA-DEDC-4E52-8C31-287F1C01CF25.heic	a close up of a white sign with black writing on it
KTK-050	query.json	144	D40B946D-A43A-4438-A2F5-3ABD916B40B3	2023-07-22T12:40:27.071000+09:00	image	IMG_7236.HEIC	D40B946D-A43A-4438-A2F5-3ABD916B40B3.heic	a menu with pictures of food and text on it
KTK-051	query.json	145	4AFC5735-BCF5-4261-9E32-8732CB0B4F56	2023-07-22T12:41:14.231000+09:00	image	IMG_7237.HEIC	4AFC5735-BCF5-4261-9E32-8732CB0B4F56.heic	a black tray with bowls of food and chopsticks on it
KTK-052	query.json	148	06CA85D0-CAE2-47C2-9E3C-42BB1DEB12E5	2023-07-22T13:13:33.892389+09:00	image	IMG_7240.JPG	06CA85D0-CAE2-47C2-9E3C-42BB1DEB12E5.jpeg	a street with a car parked in front of a building
KTK-053	query.json	156	AF136FCC-5C69-4137-BB30-F554EC78DBCB	2023-07-22T13:41:01.695240+09:00	image	IMG_7248.JPG	AF136FCC-5C69-4137-BB30-F554EC78DBCB.jpeg	a sign on a pole in front of a building
KTK-054	query.json	152	D49EAFE4-5269-4C01-AFA5-02AE945E7AAC	2023-07-22T13:30:44.669872+09:00	image	IMG_7244.JPG	D49EAFE4-5269-4C01-AFA5-02AE945E7AAC.jpeg	a person's hand holding a plastic bag with food in it
KTK-055	query.json	153	8B82CACC-5D9B-425A-91A4-7996950A436B	2023-07-22T13:31:06.435000+09:00	image	IMG_7245.HEIC	8B82CACC-5D9B-425A-91A4-7996950A436B.heic	a close up of a person's hand holding a bread roll
KTK-056	query.json	171	8F271A92-8180-4EC7-9FEB-779747ACCA39	2023-07-22T15:28:41+09:00	image	IMG_7263.PNG	8F271A92-8180-4EC7-9FEB-779747ACCA39.png	a screenshot of a web page with an image of a pyramid on it
KTK-057	query.json	155	942BD385-3B95-40D7-B19C-8D1514FF01CA	2023-07-22T13:36:02.186698+09:00	image	IMG_7247.JPG	942BD385-3B95-40D7-B19C-8D1514FF01CA.jpeg	a poster with text and images on it on a wall
KTK-058	query.json	172	FFFA6491-33EB-4F04-B061-DC19DC697F27	2023-07-22T15:52:53.426000+09:00	image	IMG_7264.HEIC	FFFA6491-33EB-4F04-B061-DC19DC697F27.heic	a person standing in a store with shelves of merchandise
KTK-059	query.json	163	355B5CF5-DCEE-412D-97E7-99329D2C6201	2023-07-22T14:55:18.419000+09:00	image	IMG_7255.HEIC	355B5CF5-DCEE-412D-97E7-99329D2C6201.heic	a close up of a person's hand holding a cup with a straw in it
KTK-060	query.json	168	2B851ABE-49DD-454E-AEAB-320EE86F0CB4	2023-07-22T15:14:24.522000+09:00	image	IMG_7260.HEIC	2B851ABE-49DD-454E-AEAB-320EE86F0CB4.heic	a group of people walking in front of a building
KTK-061	query.json	194	4EAFA869-6D77-40BD-8552-9F4C0D11A74A	2023-07-22T17:24:34.264000+09:00	image	IMG_7289.HEIC	4EAFA869-6D77-40BD-8552-9F4C0D11A74A.heic	a group of people walking across a crosswalk in a city
KTK-062	query.json	175	6BBFEB14-0686-40AF-BE38-D377F9F7AF97	2023-07-22T16:20:59.771411+09:00	image	IMG_7270.JPG	6BBFEB14-0686-40AF-BE38-D377F9F7AF97.jpeg	a restaurant sign with pictures of food and text on it
KTK-063	query.json	182	CF77D987-0A53-421A-8A77-BB355A3A9D43	2023-07-22T16:28:01.186954+09:00	image	IMG_7277.JPG	CF77D987-0A53-421A-8A77-BB355A3A9D43.jpeg	a person's hand holding a piece of paper with text and numbers on it
KTK-064	query.json	183	9884C922-F26D-410E-8EFB-643B97C63B8E	2023-07-22T16:28:58.274756+09:00	image	IMG_7278.JPG	9884C922-F26D-410E-8EFB-643B97C63B8E.jpeg	a tray of food and a cup of water on a table
KTK-065	query.json	191	048F437D-B68D-4E92-BE28-358A1099AA55	2023-07-22T17:05:02.573000+09:00	image	IMG_7286.HEIC	048F437D-B68D-4E92-BE28-358A1099AA55.heic	a group of people wearing red and white uniforms standing in front of a truck
KTK-066	query.json	204	850955DD-E566-4534-B8C7-35D29325ABB2	2023-07-22T23:27:46.085957+09:00	image	4F3804AD-D577-4A78-98BF-8F37A5896A4D.jpg	850955DD-E566-4534-B8C7-35D29325ABB2.jpeg	a large group of people standing around a parade float
KTK-067	query.json	195	F9CF92AF-C82B-451E-B33E-BFCADFD1409E	2023-07-22T17:54:54.115000+09:00	image	IMG_7290.HEIC	F9CF92AF-C82B-451E-B33E-BFCADFD1409E.heic	a close up of a person's hand holding a smartphone
KTK-068	query.json	196	2FD9DFA6-BFD5-402E-BBAA-05DFB8D0F017	2023-07-22T17:56:23.808000+09:00	image	IMG_7291.HEIC	2FD9DFA6-BFD5-402E-BBAA-05DFB8D0F017.heic	a person holding a phone with a map on the screen
KTK-069	query.json	202	1C58138E-68C2-4121-8049-6F1F46CFEAF9	2023-07-22T23:27:41.384355+09:00	image	C3E8C249-DFE2-467A-B669-735480977832.jpg	1C58138E-68C2-4121-8049-6F1F46CFEAF9.jpeg	a crowd of people standing outside at night in front of a building with lights on it
KTK-070	query.json	203	81F042A4-9C93-4C39-9CE6-E8245BAE67AA	2023-07-22T23:27:44.356800+09:00	image	B9344CF9-063D-446A-8AF8-F8C586EBD5CE.jpg	81F042A4-9C93-4C39-9CE6-E8245BAE67AA.jpeg	a group of people standing in front of a red and gold structure
KTK-071	query.json	206	1BB0332E-A3DF-4403-9607-622A362D00AF	2023-07-22T23:27:49.224025+09:00	image	299856BF-C01D-483B-9781-1639E8A7C2D3.jpg	1BB0332E-A3DF-4403-9607-622A362D00AF.jpeg	a crowd of people standing in front of a building with red lights
KTK-072	query.json	208	0BEB3E6A-EE1E-4437-B6E9-D7BB8B398ECC	2023-07-23T02:21:08+09:00	video	8958651bb63643dc88ec54fdbc33709c.mov	0BEB3E6A-EE1E-4437-B6E9-D7BB8B398ECC.mov	a group of people standing in front of a lit up christmas tree at night
KTK-073	query.json	219	8D399CDA-2CC2-4D2F-B525-DA77CE273884	2023-07-23T11:19:15.258000+09:00	image	IMG_7314.HEIC	8D399CDA-2CC2-4D2F-B525-DA77CE273884.heic	a close up of a white paper with a diagram and text on it
KTK-074	query.json	220	F1B35A68-225E-4282-9ABF-092F485FB626	2023-07-23T11:31:04.334060+09:00	image	IMG_7315.JPG	F1B35A68-225E-4282-9ABF-092F485FB626.jpeg	a sign with text and images on it
KTK-075	query.json	218	32F74B21-A43E-443F-9082-34B2C947C10A	2023-07-23T11:12:44.761000+09:00	image	IMG_7313.HEIC	32F74B21-A43E-443F-9082-34B2C947C10A.heic	a high angle of a building with a banner on it
KTK-076	query.json	224	9E1C6D70-18B1-4F54-AE3E-021F4259E2B3	2023-07-23T12:14:53.170886+09:00	image	IMG_7319.JPG	9E1C6D70-18B1-4F54-AE3E-021F4259E2B3.jpeg	a pan of food sitting on top of a table
KTK-077	query.json	226	14FC09C5-361D-4C1A-8254-8CD2E4293D97	2023-07-23T12:55:41.429664+09:00	image	IMG_7321.JPG	14FC09C5-361D-4C1A-8254-8CD2E4293D97.jpeg	a close up of a person's hand holding a cup of pink liquid with whipped cream on top
KTK-078	query.json	248	90B5BA5A-B845-45FD-8BB1-672C0F0413D5	2023-07-23T13:14:57.834000+09:00	image	IMG_7343.HEIC	90B5BA5A-B845-45FD-8BB1-672C0F0413D5.heic	a person standing in front of a table with a variety of items on it
KTK-079	query.json	249	C4B90387-E136-4DB5-8903-11AB65B6AEE1	2023-07-23T13:14:58.279000+09:00	image	IMG_7344.HEIC	C4B90387-E136-4DB5-8903-11AB65B6AEE1.heic	a person standing in front of a table with a basket of food and other items on it
KTK-080	query.json	251	0EEA5E83-2737-42F7-929D-9C4BF39B1BDC	2023-07-23T14:16:21.688000+09:00	image	IMG_7346.HEIC	0EEA5E83-2737-42F7-929D-9C4BF39B1BDC.heic	a person in a kitchen preparing food on a stove
KTK-081	query.json	252	C50AB2A7-ACD5-4C70-B6D4-3D391BC274D1	2023-07-23T14:27:40.377446+09:00	image	IMG_7347.JPG	C50AB2A7-ACD5-4C70-B6D4-3D391BC274D1.jpeg	a black tray with a bowl of rice soup and a glass of water
KTK-082	query.json	257	C94DC714-4F5D-43AF-B49A-52B29D34C6AD	2023-07-23T15:11:35.169797+09:00	image	IMG_7352.JPG	C94DC714-4F5D-43AF-B49A-52B29D34C6AD.jpeg	a close up of two cups of ice cream on a table
KTK-083	query.json	262	9D3F3647-6453-423F-A045-830021D7F409	2023-07-23T15:31:15.949411+09:00	image	IMG_7357.JPG	9D3F3647-6453-423F-A045-830021D7F409.jpeg	a store with a sign and a display of shoes
KTK-084	query.json	282	EBF881C0-FE5A-4A27-8441-75AE7510FE59	2023-07-23T16:26:35.429000+09:00	image	IMG_7377.HEIC	EBF881C0-FE5A-4A27-8441-75AE7510FE59.heic	a body of water with a pier on it and a cloudy sky above it
KTK-085	query.json	279	35344694-D1AD-440B-96A6-2D2928356D75	2023-07-23T16:18:45.455000+09:00	image	IMG_7374.HEIC	35344694-D1AD-440B-96A6-2D2928356D75.heic	a low angle of a building on a sunny day
KTK-086	query.json	284	875D90A0-8701-4FE4-BA86-54D13D0373C4	2023-07-23T16:26:46.393000+09:00	image	IMG_7379.HEIC	875D90A0-8701-4FE4-BA86-54D13D0373C4.heic	a body of water in front of a city with a skyscraper in the background
KTK-087	query.json	288	DB141611-E9CB-4B2D-81BC-271590ACA8AE	2023-07-23T16:37:42.239053+09:00	video	FOODIE_1690097847.mp4	DB141611-E9CB-4B2D-81BC-271590ACA8AE.mp4	a person wearing a yellow apron standing behind a table with meat on skewers on it
KTK-088	query.json	291	F36BCBBE-A411-4DE2-996B-A860D88AF222	2023-07-23T16:52:55.785000+09:00	image	IMG_7386.HEIC	F36BCBBE-A411-4DE2-996B-A860D88AF222.heic	a black and white building on a sunny day
KTK-089	query.json	292	867FC3BF-0ED4-45B0-977A-9AF5F2E7E036	2023-07-23T16:53:04.694000+09:00	image	IMG_7387.HEIC	867FC3BF-0ED4-45B0-977A-9AF5F2E7E036.heic	a building with a fence in front of it on a sunny day
KTK-090	query.json	296	463C9895-9C82-46C5-8E93-A0C8A61FFACC	2023-07-23T17:13:57+09:00	video	IMG_7391.MOV	463C9895-9C82-46C5-8E93-A0C8A61FFACC.mov	the inside of a boat with a body of water and a city in the background
KTK-091	query.json	300	396CBD20-24F2-4978-B7DA-84297B2F3CE8	2023-07-23T17:16:26.613000+09:00	image	IMG_7395.HEIC	396CBD20-24F2-4978-B7DA-84297B2F3CE8.heic	a large body of water with buildings and trees in the background
KTK-092	query.json	307	DC83A2E5-38F3-45AD-82AA-86A889E7E379	2023-07-23T17:23:16.864000+09:00	image	IMG_7402.HEIC	DC83A2E5-38F3-45AD-82AA-86A889E7E379.heic	a statue of a whale on a wheeled cart
KTK-093	query.json	308	7A1B64DA-5217-46EC-B646-233341722CC3	2023-07-23T17:27:13.860000+09:00	image	IMG_7403.HEIC	7A1B64DA-5217-46EC-B646-233341722CC3.heic	a person standing in front of a building with stairs leading up to it
KTK-094	query.json	311	CCDCC723-71B0-43CB-9636-663144A32918	2023-07-23T17:33:09.157000+09:00	image	IMG_7406.HEIC	CCDCC723-71B0-43CB-9636-663144A32918.heic	a statue of a fish sitting on top of a wooden bench
KTK-095	query.json	310	1101BE97-F30E-461E-BEC7-F1F617D2A060	2023-07-23T17:32:52.859000+09:00	image	IMG_7405.HEIC	1101BE97-F30E-461E-BEC7-F1F617D2A060.heic	a group of headphones on display on a table
KTK-096	query.json	312	EEF7BB32-CFE2-4845-BD43-F50F7EA42EA5	2023-07-23T17:34:16.389000+09:00	image	IMG_7407.HEIC	EEF7BB32-CFE2-4845-BD43-F50F7EA42EA5.heic	a set of stairs leading up to a large building with a large mountain in the background
KTK-097	query.json	330	475376EB-AB9B-4504-9779-73F73EF25A28	2023-07-23T18:02:07.458000+09:00	image	IMG_7425.HEIC	475376EB-AB9B-4504-9779-73F73EF25A28.heic	a body of water with a bridge and a ferris wheel in the background
KTK-098	query.json	338	3AC7EE8C-8BBF-4D84-B723-9C9B468C23AC	2023-07-23T18:49:04.752000+09:00	image	IMG_7433.HEIC	3AC7EE8C-8BBF-4D84-B723-9C9B468C23AC.heic	a person sitting at a table with a grill in the middle of the table
KTK-099	query.json	340	2668FE81-B18F-4719-956D-CFF598FBCB02	2023-07-23T18:59:16.654670+09:00	video	FOODIE_1690106335.mp4	2668FE81-B18F-4719-956D-CFF598FBCB02.mp4	a person sitting at a table with a glass of beer
KTK-100	query.json	339	BEC6059C-A456-4307-B51B-7B2A3166B29A	2023-07-23T18:56:09+09:00	video	IMG_7434.MOV	BEC6059C-A456-4307-B51B-7B2A3166B29A.mov	a close up of a person cooking food on a grill
KTK-101	query.json	347	51509856-09D5-465B-BCF5-F194D1069337	2023-07-23T19:19:20.707772+09:00	image	IMG_7442.JPG	51509856-09D5-465B-BCF5-F194D1069337.jpeg	a close up of raw meat on a cutting board
KTK-102	query.json	351	9B5DA8B8-D964-47F6-8673-F43D0DBA462D	2023-07-23T19:34:00.957462+09:00	image	IMG_7446.JPG	9B5DA8B8-D964-47F6-8673-F43D0DBA462D.jpeg	a close up of a plate of raw meat and vegetables on a table
KTK-103	query.json	371	D2594BC2-F873-40C3-B8E1-D315342CA29F	2023-07-23T21:24:58.935971+09:00	image	IMG_7468.JPG	D2594BC2-F873-40C3-B8E1-D315342CA29F.jpeg	a large white building on top of a hill with a body of water in front of it
KTK-104	query.json	263	FAA406FF-84D1-46D9-8A13-5F4049451212	2023-07-23T16:13:36.091000+09:00	image	IMG_7358.HEIC	FAA406FF-84D1-46D9-8A13-5F4049451212.heic	a man standing on a platform next to a train
KTK-105	query.json	404	93740C4A-950D-42A2-A349-70C98B227FC2	2023-07-24T13:21:28.737542+09:00	image	IMG_7501.JPG	93740C4A-950D-42A2-A349-70C98B227FC2.jpeg	a wooden tray topped with a plate of food and a bowl of soup
KTK-106	query.json	411	B7B30A27-0C51-425E-9B73-88BB7585F2AE	2023-07-25T05:42:06.682000+09:00	image	IMG_7508.HEIC	B7B30A27-0C51-425E-9B73-88BB7585F2AE.heic	a close up of a bowl of food on a table
KTK-107	query.json	412	4937C6EF-071A-4379-9ED8-AEE7C5DBFC7D	2023-07-25T05:47:36.453777+09:00	image	IMG_7509.JPG	4937C6EF-071A-4379-9ED8-AEE7C5DBFC7D.jpeg	a poster with text and images of food on it
KTK-108	query.json	414	47720D08-9185-440A-AF21-C7A9062A7DDB	2023-07-25T07:08:34+09:00	image	IMG_7511.PNG	47720D08-9185-440A-AF21-C7A9062A7DDB.png	a screenshot of a page with text and numbers
KTK-109	query.json	415	49467547-6C2A-4882-A8AD-0B2D53753E06	2023-07-25T07:42:04.180000+09:00	image	IMG_7512.HEIC	49467547-6C2A-4882-A8AD-0B2D53753E06.heic	a bag with a bag filled with food and drinks
KTK-110	query.json	416	59AA0D87-0543-4434-8A60-E364B1D9E592	2023-07-25T09:17:07.113000+09:00	image	IMG_7513.HEIC	59AA0D87-0543-4434-8A60-E364B1D9E592.heic	a plane is parked on the tarmac at an airport
KTK-111	query.json	417	0BC3C3C1-76FE-46CA-A07F-A47689891039	2023-07-25T09:50:01.277000+09:00	image	IMG_7514.HEIC	0BC3C3C1-76FE-46CA-A07F-A47689891039.heic	an aerial view of a city from the window of an airplane
KTK-112	query.json	422	1B2D40C3-31F1-4A6F-B32A-BDD0E00F92A4	2023-07-25T19:11:33.698000+09:00	image	IMG_7519.HEIC	1B2D40C3-31F1-4A6F-B32A-BDD0E00F92A4.heic	a bedroom with two beds and a desk
KTK-113	query.json	427	D2CC51BA-81C9-4B75-8BC9-CDB56D5231B0	2023-07-25T20:03:28.663000+09:00	image	IMG_7524.HEIC	D2CC51BA-81C9-4B75-8BC9-CDB56D5231B0.heic	a room with a couch and a window with a view of a city
KTK-114	query.json	437	C0437739-1909-44E0-91DE-846A4768E981	2023-07-26T21:54:21.413604+09:00	image	IMG_7534.JPG	C0437739-1909-44E0-91DE-846A4768E981.jpeg	a close up of two bottles of alcohol on a table
